date,ticker,momentum_6m,momentum_12m,rank_6m,rank_12m,composite_score,final_rank,weight
2017-07-31,PYPL,0.4689,0.5722,0.9388,0.8163,0.902,4,0.0667
2017-07-31,LRCX,0.3838,0.8018,0.8776,0.8776,0.8776,5,0.0667
2017-07-31,ADSK,0.3651,0.8636,0.8571,0.898,0.8694,6,0.0667
2017-07-31,CDNS,0.4127,0.5343,0.898,0.7551,0.8551,7,0.0667
2017-07-31,AMAT,0.2969,0.7053,0.8163,0.8367,0.8224,8,0.0667
2017-07-31,NFLX,0.2864,0.9908,0.7347,0.9592,0.802,9,0.0667
2017-07-31,AMD,0.2828,0.984,0.7143,0.9388,0.7816,10,0.0667
2017-07-31,ISRG,0.3595,0.3485,0.8367,0.5306,0.7449,11,0.0667
2017-07-31,ADBE,0.287,0.4969,0.7551,0.7143,0.7429,12,0.0667
2017-07-31,REGN,0.4271,0.1564,0.9184,0.2857,0.7286,13,0.0667
2017-07-31,META,0.2922,0.3656,0.7959,0.551,0.7224,14,0.0667
2017-07-31,TSLA,0.2906,0.3777,0.7755,0.5918,0.7204,15,0.0667
2017-08-31,NVDA,0.7248,1.7753,0.9796,1.0,0.9857,1,0.0667
2017-08-31,VRTX,0.78,0.6987,1.0,0.8776,0.9633,2,0.0667
2017-08-31,LRCX,0.4086,0.8042,0.9184,0.9388,0.9245,3,0.0667
2017-08-31,PYPL,0.4334,0.6603,0.9592,0.8163,0.9163,4,0.0667
2017-08-31,TSLA,0.4147,0.6787,0.9388,0.8367,0.9082,5,0.0667
2017-08-31,ADSK,0.3415,0.6982,0.8776,0.8571,0.8714,6,0.0667
2017-08-31,ISRG,0.3489,0.4636,0.898,0.6531,0.8245,7,0.0667
2017-08-31,NFLX,0.2556,0.7928,0.7755,0.9184,0.8184,8,0.0667
