date,ticker,sector,m6,m12,vol,roe,de,fcf,r6,r12,rv,rq,score,weight
2018-08-31,PANW,Technology,0.2822,0.742,0.0182,0.1626,4.887,0.289,0.76,0.92,0.4,0.88,0.746,0.1
2018-08-31,AAPL,Technology,0.2969,0.409,0.0116,1.5202,102.63,0.2441,0.88,0.56,0.8,0.48,0.724,0.1
2018-09-28,NFLX,Communication Services,0.3348,1.0704,0.0235,0.4276,63.782,0.5493,1.0,1.0,0.4,1.0,0.88,0.1
2018-09-28,ORLY,Consumer Discretionary,0.4712,0.6133,0.0104,0.0,0.0,0.058,1.0,0.8571,0.8571,0.7143,0.8929,0.1
2018-09-28,COST,Consumer Staples,0.2922,0.449,0.0084,0.2965,60.257,0.0234,1.0,1.0,1.0,0.625,0.9438,0.1
2018-09-28,ISRG,Health Care,0.4318,0.6786,0.0129,0.1669,0.953,0.226,1.0,1.0,0.4,0.8,0.85,0.1
2018-09-28,CSX,Industrials,0.3614,0.399,0.0124,0.2251,148.222,0.0689,1.0,0.6667,0.6667,0.3333,0.75,0.1
2018-09-28,INTU,Technology,0.3442,0.6129,0.0115,0.2346,36.148,0.2635,0.84,0.88,0.84,0.54,0.805,0.1
2018-09-28,FTNT,Technology,0.7599,1.5695,0.0234,1.3572,85.802,0.2569,0.96,1.0,0.2,0.68,0.776,0.1
2018-09-28,MSFT,Technology,0.3026,0.5762,0.0107,0.3439,31.539,0.1756,0.76,0.76,0.88,0.62,0.763,0.1
2018-09-28,ADBE,Technology,0.2717,0.8385,0.0146,0.5877,58.34,0.3812,0.64,0.92,0.64,0.92,0.752,0.1
2018-09-28,NVDA,Technology,0.2728,0.6036,0.0165,1.0148,7.255,0.2692,0.72,0.84,0.48,1.0,0.744,0.1
2018-10-31,CMCSA,Communication Services,0.2437,0.0808,0.0181,0.2141,107.863,0.0452,1.0,0.6,0.8,0.4,0.77,0.1
2018-10-31,ORLY,Consumer Discretionary,0.2387,0.5205,0.0135,0.0,0.0,0.058,1.0,1.0,0.8571,0.7143,0.9286,0.1
2018-10-31,COST,Consumer Staples,0.191,0.4351,0.0134,0.2965,60.257,0.0234,1.0,1.0,0.25,0.625,0.7938,0.1
2018-10-31,AMGN,Health Care,0.1756,0.1324,0.0134,1.061,640.275,0.2041,1.0,0.6,1.0,0.2,0.78,0.1
2018-10-31,CSX,Industrials,0.1728,0.385,0.0143,0.2251,148.222,0.0689,1.0,1.0,0.6667,0.3333,0.8333,0.1
2018-10-31,FTNT,Technology,0.4646,1.0853,0.0196,1.3572,85.802,0.2569,0.96,1.0,0.56,0.68,0.848,0.1
2018-10-31,AAPL,Technology,0.2464,0.3143,0.0153,1.5202,102.63,0.2441,0.88,0.8,0.92,0.48,0.808,0.1
2018-10-31,ADP,Technology,0.1819,0.2652,0.0139,0.7384,70.044,0.163,0.84,0.68,1.0,0.32,0.754,0.1
2018-10-31,QCOM,Technology,0.2746,0.2786,0.0164,0.2148,64.218,0.2323,0.92,0.72,0.84,0.24,0.752,0.1
2018-10-31,MSFT,Technology,0.1447,0.3072,0.0173,0.3439,31.539,0.1756,0.76,0.76,0.76,0.62,0.739,0.1
2018-11-30,TMUS,Communication Services,0.1984,0.1208,0.0165,0.1818,208.851,0.0906,0.8,0.8,1.0,0.2,0.75,0.1
2018-11-30,ORLY,Consumer Discretionary,0.2487,0.4681,0.0171,0.0,0.0,0.058,1.0,1.0,0.7143,0.7143,0.9,0.1
2018-11-30,PEP,Consumer Staples,0.228,0.0727,0.0122,0.4285,258.081,0.0877,1.0,0.75,0.75,0.625,0.8312,0.1
2018-11-30,VRTX,Health Care,0.2081,0.253,0.0216,0.2254,10.908,0.2144,1.0,0.8,0.4,0.4,0.74,0.1
2018-11-30,CSX,Industrials,0.1295,0.3204,0.0167,0.2251,148.222,0.0689,1.0,1.0,0.6667,0.3333,0.8333,0.1
2018-11-30,MSFT,Technology,0.0996,0.3403,0.0204,0.3439,31.539,0.1756,0.84,0.84,0.84,0.62,0.807,0.1
2018-11-30,CSCO,Technology,0.1145,0.3224,0.0176,0.2375,66.509,0.1715,0.92,0.8,0.96,0.2,0.79,0.1
2018-11-30,ADP,Technology,0.1089,0.3149,0.0165,0.7384,70.044,0.163,0.88,0.72,1.0,0.32,0.78,0.1
2018-11-30,FTNT,Technology,0.182,0.7556,0.0296,1.3572,85.802,0.2569,0.96,0.96,0.2,0.68,0.766,0.1
2018-11-30,INTU,Technology,0.0406,0.3765,0.0232,0.2346,36.148,0.2635,0.76,0.88,0.56,0.54,0.717,0.1
2018-12-31,TMUS,Communication Services,0.0646,-0.0115,0.0173,0.1818,208.851,0.0906,1.0,0.6,1.0,0.2,0.78,0.1
2018-12-31,ORLY,Consumer Discretionary,0.2587,0.4207,0.0196,0.0,0.0,0.058,0.8571,1.0,0.8571,0.7143,0.8714,0.1
2018-12-31,PEP,Consumer Staples,0.0313,-0.0436,0.0139,0.4285,258.081,0.0877,1.0,0.75,0.75,0.625,0.8312,0.1
2018-12-31,AMGN,Health Care,0.0692,0.1435,0.0185,1.061,640.275,0.2041,0.8,0.8,1.0,0.2,0.75,0.1
2018-12-31,CSX,Industrials,-0.02,0.1449,0.0201,0.2251,148.222,0.0689,1.0,1.0,0.3333,0.3333,0.7667,0.1
2018-12-31,MSFT,Technology,0.0384,0.2054,0.0244,0.3439,31.539,0.1756,0.88,0.76,0.72,0.62,0.779,0.1
2018-12-31,FTNT,Technology,0.1281,0.6003,0.0323,1.3572,85.802,0.2569,0.96,0.96,0.24,0.68,0.774,0.1
2018-12-31,AVGO,Technology,0.067,0.0222,0.0253,0.3337,82.704,0.3735,0.92,0.52,0.68,0.54,0.715,0.1
2018-12-31,CSCO,Technology,0.0217,0.157,0.0219,0.2375,66.509,0.1715,0.8,0.72,0.92,0.2,0.714,0.1
2018-12-31,AMD,Technology,0.2315,0.7498,0.0544,0.0708,6.359,0.1324,1.0,1.0,0.04,0.28,0.7,0.1
2019-01-31,TMUS,Communication Services,0.1603,0.075,0.0165,0.1818,208.851,0.0906,1.0,0.8,1.0,0.2,0.83,0.1
2019-01-31,ORLY,Consumer Discretionary,0.1263,0.2848,0.0178,0.0,0.0,0.058,0.8571,1.0,1.0,0.7143,0.9,0.1
2019-01-31,MDLZ,Consumer Staples,0.0798,0.0679,0.014,0.0933,84.848,0.0931,1.0,0.75,0.75,0.25,0.775,0.1
2019-01-31,REGN,Health Care,0.1665,0.1303,0.0213,0.1486,9.511,0.2272,1.0,0.6,0.6,0.6,0.76,0.1
2019-01-31,HON,Industrials,-0.0515,-0.0379,0.0137,0.2614,236.613,0.1245,1.0,0.3333,1.0,0.6667,0.7833,0.1
2019-01-31,PANW,Technology,0.0835,0.3911,0.0229,0.1626,4.887,0.289,0.76,0.92,0.72,0.88,0.81,0.1
2019-01-31,FTNT,Technology,0.2171,0.674,0.0317,1.3572,85.802,0.2569,0.92,0.96,0.24,0.68,0.758,0.1
2019-01-31,AVGO,Technology,0.2315,0.1654,0.026,0.3337,82.704,0.3735,0.96,0.72,0.48,0.54,0.741,0.1
2019-01-31,INTU,Technology,0.0614,0.292,0.0222,0.2346,36.148,0.2635,0.68,0.88,0.8,0.54,0.733,0.1
2019-01-31,ADSK,Technology,0.1461,0.2798,0.0304,0.3968,89.787,0.3868,0.88,0.84,0.28,0.76,0.732,0.1
2019-02-28,TMUS,Communication Services,0.0974,0.2047,0.0142,0.1818,208.851,0.0906,1.0,0.8,1.0,0.2,0.83,0.1
2019-02-28,SBUX,Consumer Discretionary,0.3405,0.2705,0.0141,0.0,0.0,-0.0382,1.0,0.8571,1.0,0.2857,0.8571,0.1
2019-02-28,MDLZ,Consumer Staples,0.1239,0.0968,0.0126,0.0933,84.848,0.0931,1.0,0.75,1.0,0.25,0.825,0.1
2019-02-28,REGN,Health Care,0.1089,0.342,0.0202,0.1486,9.511,0.2272,1.0,1.0,0.6,0.6,0.86,0.1
2019-02-28,HON,Industrials,0.0198,0.0664,0.0135,0.2614,236.613,0.1245,1.0,0.3333,1.0,0.6667,0.7833,0.1
2019-02-28,CDNS,Technology,0.2222,0.4534,0.0184,0.2186,48.707,0.2851,0.96,0.88,0.84,0.44,0.838,0.1
2019-02-28,INTU,Technology,0.1711,0.4634,0.0207,0.2346,36.148,0.2635,0.92,0.92,0.76,0.54,0.831,0.1
2019-02-28,PANW,Technology,0.0861,0.4216,0.023,0.1626,4.887,0.289,0.76,0.84,0.52,0.88,0.75,0.1
2019-02-28,AVGO,Technology,0.3164,0.1448,0.0221,0.3337,82.704,0.3735,1.0,0.48,0.64,0.54,0.729,0.1
2019-02-28,FTNT,Technology,0.0807,0.7375,0.0229,1.3572,85.802,0.2569,0.68,0.96,0.56,0.68,0.726,0.1
2019-03-29,CMCSA,Communication Services,0.1427,0.2285,0.0138,0.2141,107.863,0.0452,1.0,0.8,0.8,0.4,0.82,0.1
2019-03-29,ORLY,Consumer Discretionary,0.1232,0.5998,0.0134,0.0,0.0,0.058,0.7143,1.0,0.8571,0.7143,0.8143,0.1
2019-03-29,MDLZ,Consumer Staples,0.1752,0.2587,0.0106,0.0933,84.848,0.0931,1.0,0.75,0.5,0.25,0.725,0.1
2019-03-29,REGN,Health Care,0.0488,0.2131,0.018,0.1486,9.511,0.2272,1.0,0.8,0.4,0.6,0.77,0.1
2019-03-29,CSX,Industrials,0.0189,0.3953,0.011,0.2251,148.222,0.0689,1.0,1.0,0.6667,0.3333,0.8333,0.1
2019-03-29,CDNS,Technology,0.4129,0.7573,0.0131,0.2186,48.707,0.2851,1.0,0.96,0.92,0.44,0.89,0.1
2019-03-29,SNPS,Technology,0.175,0.3991,0.0134,0.0554,35.579,0.3867,0.76,0.8,0.88,0.72,0.788,0.1
2019-03-29,INTU,Technology,0.1818,0.5427,0.0153,0.2346,36.148,0.2635,0.8,0.88,0.68,0.54,0.757,0.1
2019-03-29,ADP,Technology,0.0793,0.4591,0.011,0.7384,70.044,0.163,0.6,0.84,1.0,0.32,0.698,0.1
2019-03-29,AVGO,Technology,0.2492,0.3226,0.0206,0.3337,82.704,0.3735,0.96,0.6,0.28,0.54,0.671,0.1
2019-04-30,CMCSA,Communication Services,0.2277,0.3988,0.01,0.2141,107.863,0.0452,0.8,1.0,1.0,0.4,0.83,0.1
2019-04-30,SBUX,Consumer Discretionary,0.3315,0.3616,0.0076,0.0,0.0,-0.0382,0.8571,0.7143,1.0,0.2857,0.7643,0.1
2019-04-30,MDLZ,Consumer Staples,0.2549,0.3033,0.0094,0.0933,84.848,0.0931,1.0,1.0,0.75,0.25,0.8375,0.1
2019-04-30,ISRG,Health Care,0.0359,0.1423,0.0177,0.1669,0.953,0.226,1.0,1.0,0.6,0.8,0.89,0.1
2019-04-30,CTAS,Industrials,0.2644,0.2672,0.0116,0.413,60.943,0.1368,1.0,0.6667,0.3333,1.0,0.7833,0.1
2019-04-30,CDNS,Technology,0.4911,0.7362,0.0121,0.2186,48.707,0.2851,0.96,0.92,0.76,0.44,0.832,0.1
2019-04-30,ADI,Technology,0.4854,0.3525,0.0134,0.0786,25.753,0.3521,0.92,0.56,0.64,0.8,0.756,0.1
2019-04-30,SNPS,Technology,0.3507,0.4213,0.011,0.0554,35.579,0.3867,0.6,0.76,0.92,0.72,0.722,0.1
2019-04-30,AVGO,Technology,0.4607,0.4239,0.0157,0.3337,82.704,0.3735,0.84,0.8,0.44,0.54,0.705,0.1
2019-04-30,ADSK,Technology,0.3707,0.4072,0.0142,0.3968,89.787,0.3868,0.68,0.72,0.56,0.76,0.678,0.1
2019-05-31,CMCSA,Communication Services,0.0804,0.3313,0.0106,0.2141,107.863,0.0452,0.4,1.0,1.0,0.4,0.67,0.1
2019-05-31,SBUX,Consumer Discretionary,0.1624,0.3528,0.0084,0.0,0.0,-0.0382,0.8571,0.7143,1.0,0.2857,0.7643,0.1
2019-05-31,MDLZ,Consumer Staples,0.1551,0.3115,0.0069,0.0933,84.848,0.0931,1.0,1.0,1.0,0.25,0.8875,0.1
2019-05-31,VRTX,Health Care,-0.0528,0.0609,0.0193,0.2254,10.908,0.2144,1.0,1.0,0.4,0.4,0.79,0.1
2019-05-31,CTAS,Industrials,0.2099,0.225,0.0126,0.413,60.943,0.1368,1.0,1.0,0.3333,1.0,0.8667,0.1
2019-05-31,SNPS,Technology,0.339,0.3307,0.0134,0.0554,35.579,0.3867,0.96,0.88,0.88,0.72,0.888,0.1
2019-05-31,CDNS,Technology,0.4756,0.5078,0.0146,0.2186,48.707,0.2851,1.0,0.96,0.76,0.44,0.858,0.1
2019-05-31,PYPL,Technology,0.3389,0.345,0.0131,0.2573,60.703,0.0987,0.92,0.92,0.92,0.16,0.806,0.1
2019-05-31,MSFT,Technology,0.1636,0.2702,0.0117,0.3439,31.539,0.1756,0.64,0.84,0.96,0.62,0.751,0.1
2019-05-31,INTU,Technology,0.237,0.2275,0.0161,0.2346,36.148,0.2635,0.84,0.68,0.64,0.54,0.715,0.1
2019-06-28,CMCSA,Communication Services,0.2399,0.3384,0.0099,0.2141,107.863,0.0452,0.6,1.0,1.0,0.4,0.75,0.1
2019-06-28,SBUX,Consumer Discretionary,0.3395,0.7196,0.0096,0.0,0.0,-0.0382,0.8571,0.8571,1.0,0.2857,0.8,0.1
2019-06-28,MDLZ,Consumer Staples,0.3621,0.3522,0.0076,0.0933,84.848,0.0931,1.0,1.0,1.0,0.25,0.8875,0.1
2019-06-28,VRTX,Health Care,0.1294,0.2433,0.0194,0.2254,10.908,0.2144,1.0,1.0,0.4,0.4,0.79,0.1
2019-06-28,CTAS,Industrials,0.4188,0.3019,0.0096,0.413,60.943,0.1368,1.0,1.0,1.0,1.0,1.0,0.1
2019-06-28,SNPS,Technology,0.546,0.5217,0.0152,0.0554,35.579,0.3867,0.92,0.92,0.88,0.72,0.882,0.1
2019-06-28,CDNS,Technology,0.6312,0.6521,0.0168,0.2186,48.707,0.2851,0.96,0.96,0.68,0.44,0.826,0.1
2019-06-28,MSFT,Technology,0.3346,0.3957,0.0132,0.3439,31.539,0.1756,0.6,0.8,0.96,0.62,0.725,0.1
2019-06-28,AMD,Technology,0.7364,1.0287,0.0316,0.0708,6.359,0.1324,1.0,1.0,0.08,0.28,0.708,0.1
2019-06-28,PYPL,Technology,0.3576,0.4189,0.0142,0.2573,60.703,0.0987,0.72,0.84,0.92,0.16,0.706,0.1
2019-07-31,CMCSA,Communication Services,0.2309,0.2433,0.0107,0.2141,107.863,0.0452,0.8,0.8,1.0,0.4,0.78,0.1
2019-07-31,SBUX,Consumer Discretionary,0.4032,0.8653,0.0154,0.0,0.0,-0.0382,0.875,1.0,0.5,0.3125,0.7469,0.1
2019-07-31,COST,Consumer Staples,0.3112,0.2709,0.0084,0.2965,60.257,0.0234,1.0,0.75,0.75,0.625,0.8312,0.1
2019-07-31,AMGN,Health Care,0.0259,0.0086,0.0128,1.061,640.275,0.2041,1.0,0.8,1.0,0.2,0.83,0.1
2019-07-31,CTAS,Industrials,0.3956,0.2993,0.0143,0.413,60.943,0.1368,1.0,1.0,0.6667,1.0,0.9333,0.1
2019-07-31,SNPS,Technology,0.4363,0.4862,0.0152,0.0554,35.579,0.3867,0.92,0.92,0.92,0.72,0.89,0.1
2019-07-31,CDNS,Technology,0.5567,0.6832,0.0168,0.2186,48.707,0.2851,1.0,1.0,0.68,0.44,0.852,0.1
2019-07-31,INTU,Technology,0.2998,0.3792,0.0155,0.2346,36.148,0.2635,0.8,0.88,0.84,0.54,0.789,0.1
2019-07-31,MSFT,Technology,0.2912,0.3143,0.013,0.3439,31.539,0.1756,0.72,0.68,0.96,0.62,0.743,0.1
2019-07-31,AMD,Technology,0.3188,0.568,0.0322,0.0708,6.359,0.1324,0.88,0.96,0.04,0.28,0.642,0.1
2019-08-30,CMCSA,Communication Services,0.1544,0.23,0.012,0.2141,107.863,0.0452,1.0,1.0,1.0,0.4,0.91,0.1
2019-08-30,SBUX,Consumer Discretionary,0.3725,0.8481,0.0157,0.0,0.0,-0.0382,1.0,1.0,0.625,0.3125,0.8219,0.1
2019-08-30,COST,Consumer Staples,0.3562,0.2966,0.0119,0.2965,60.257,0.0234,1.0,0.75,0.5,0.625,0.7812,0.1
2019-08-30,AMGN,Health Care,0.1166,0.0765,0.0165,1.061,640.275,0.2041,1.0,1.0,0.6,0.2,0.8,0.1
2019-08-30,CTAS,Industrials,0.2769,0.2452,0.0159,0.413,60.943,0.1368,1.0,1.0,0.6667,1.0,0.9333,0.1
2019-08-30,SNPS,Technology,0.3768,0.388,0.0173,0.0554,35.579,0.3867,0.96,0.96,0.68,0.72,0.868,0.1
2019-08-30,MSFT,Technology,0.2367,0.25,0.0139,0.3439,31.539,0.1756,0.8,0.76,0.96,0.62,0.795,0.1
2019-08-30,QCOM,Technology,0.4763,0.1703,0.0179,0.2148,64.218,0.2323,1.0,0.6,0.64,0.24,0.714,0.1
2019-08-30,INTU,Technology,0.1622,0.334,0.0139,0.2346,36.148,0.2635,0.56,0.88,0.92,0.54,0.709,0.1
2019-08-30,CDNS,Technology,0.1698,0.449,0.0191,0.2186,48.707,0.2851,0.64,1.0,0.56,0.44,0.684,0.1
2019-09-30,CMCSA,Communication Services,0.1297,0.3072,0.0129,0.2141,107.863,0.0452,1.0,1.0,1.0,0.4,0.91,0.1
2019-09-30,PDD,Consumer Discretionary,0.306,0.2237,0.0336,0.2729,1.296,0.1927,1.0,0.75,0.125,0.9375,0.7531,0.1
2019-09-30,PEP,Consumer Staples,0.1398,0.2724,0.0101,0.4285,258.081,0.0877,0.75,0.75,1.0,0.625,0.7812,0.1
2019-09-30,AMGN,Health Care,0.025,-0.0451,0.0172,1.061,640.275,0.2041,1.0,1.0,0.6,0.2,0.8,0.1
2019-09-30,CTAS,Industrials,0.3079,0.3724,0.0183,0.413,60.943,0.1368,1.0,1.0,0.6667,1.0,0.9333,0.1
2019-09-30,ASML,Technology,0.3057,0.3316,0.0179,0.5046,23.916,0.3323,0.92,0.84,0.6,0.96,0.842,0.1
2019-09-30,LRCX,Technology,0.2648,0.5718,0.0207,0.6556,44.195,0.2343,0.88,0.96,0.24,0.84,0.766,0.1
2019-09-30,KLAC,Technology,0.3216,0.6244,0.0205,1.0073,111.778,0.2529,0.96,1.0,0.32,0.36,0.752,0.1
2019-09-30,MSFT,Technology,0.1764,0.2343,0.0131,0.3439,31.539,0.1756,0.72,0.68,1.0,0.62,0.751,0.1
2019-09-30,SNPS,Technology,0.1674,0.3913,0.0185,0.0554,35.579,0.3867,0.68,0.88,0.48,0.72,0.696,0.1
2019-10-31,TMUS,Communication Services,0.106,0.2932,0.0105,0.1818,208.851,0.0906,1.0,0.8,1.0,0.2,0.83,0.1
2019-10-31,PDD,Consumer Discretionary,0.7062,1.3767,0.0376,0.2729,1.296,0.1927,1.0,1.0,0.125,0.9375,0.8156,0.1
2019-10-31,COST,Consumer Staples,0.2232,0.3195,0.0129,0.2965,60.257,0.0234,1.0,1.0,0.5,0.625,0.8438,0.1
2019-10-31,AMGN,Health Care,0.2216,0.1625,0.0155,1.061,640.275,0.2041,1.0,1.0,0.8,0.2,0.84,0.1
2019-10-31,CTAS,Industrials,0.2052,0.5276,0.0159,0.413,60.943,0.1368,1.0,1.0,0.3333,1.0,0.8667,0.1
2019-10-31,ASML,Technology,0.2554,0.5707,0.0179,0.5046,23.916,0.3323,0.92,0.84,0.8,0.96,0.882,0.1
2019-10-31,LRCX,Technology,0.3186,0.9929,0.0265,0.6556,44.195,0.2343,0.96,1.0,0.16,0.84,0.792,0.1
2019-10-31,MSFT,Technology,0.1201,0.4039,0.0141,0.3439,31.539,0.1756,0.76,0.68,0.96,0.62,0.759,0.1
2019-10-31,KLAC,Technology,0.3323,0.8971,0.0215,1.0073,111.778,0.2529,1.0,0.92,0.24,0.36,0.732,0.1
2019-10-31,SNPS,Technology,0.1159,0.546,0.0202,0.0554,35.579,0.3867,0.72,0.8,0.44,0.72,0.684,0.1
2019-11-29,GOOGL,Communication Services,0.2555,0.1945,0.0104,0.3571,16.133,0.0946,1.0,0.8,1.0,0.8,0.92,0.1
2019-11-29,PDD,Consumer Discretionary,0.8891,0.5699,0.0433,0.2729,1.296,0.1927,1.0,0.875,0.125,0.9375,0.7844,0.1
2019-11-29,COST,Consumer Staples,0.2491,0.3144,0.0085,0.2965,60.257,0.0234,1.0,1.0,0.75,0.625,0.8938,0.1
2019-11-29,AMGN,Health Care,0.3806,0.2008,0.0103,1.061,640.275,0.2041,1.0,0.8,1.0,0.2,0.83,0.1
2019-11-29,CTAS,Industrials,0.1619,0.3789,0.0141,0.413,60.943,0.1368,1.0,1.0,0.3333,1.0,0.8667,0.1
2019-11-29,ASML,Technology,0.4536,0.5775,0.0157,0.5046,23.916,0.3323,0.76,0.84,0.68,0.96,0.794,0.1
2019-11-29,AAPL,Technology,0.5526,0.4992,0.0122,1.5202,102.63,0.2441,0.88,0.68,0.92,0.48,0.778,0.1
2019-11-29,LRCX,Technology,0.5642,0.7762,0.0243,0.6556,44.195,0.2343,0.92,0.96,0.08,0.84,0.75,0.1
2019-11-29,KLAC,Technology,0.6268,0.7005,0.0197,1.0073,111.778,0.2529,1.0,0.92,0.28,0.36,0.74,0.1
2019-11-29,NVDA,Technology,0.6229,0.3607,0.0209,1.0148,7.255,0.2692,0.96,0.52,0.2,1.0,0.704,0.1
2019-12-31,GOOGL,Communication Services,0.2038,0.2818,0.0092,0.3571,16.133,0.0946,1.0,0.6,1.0,0.8,0.87,0.1
2019-12-31,PDD,Consumer Discretionary,0.8621,0.6854,0.0416,0.2729,1.296,0.1927,0.875,0.875,0.125,0.9375,0.7344,0.1
2019-12-31,COST,Consumer Staples,0.112,0.457,0.007,0.2965,60.257,0.0234,1.0,1.0,1.0,0.625,0.9438,0.1
2019-12-31,AMGN,Health Care,0.3094,0.276,0.0087,1.061,640.275,0.2041,1.0,0.8,1.0,0.2,0.83,0.1
2019-12-31,CTAS,Industrials,0.1416,0.6173,0.01,0.413,60.943,0.1368,1.0,1.0,0.6667,1.0,0.9333,0.1
2019-12-31,ASML,Technology,0.3862,0.9323,0.0143,0.5046,23.916,0.3323,0.8,0.88,0.76,0.96,0.836,0.1
2019-12-31,AAPL,Technology,0.4583,0.8896,0.0114,1.5202,102.63,0.2441,0.88,0.8,0.92,0.48,0.808,0.1
2019-12-31,LRCX,Technology,0.5767,1.1933,0.0236,0.6556,44.195,0.2343,1.0,0.96,0.04,0.84,0.774,0.1
2019-12-31,NVDA,Technology,0.4529,0.7694,0.0188,1.0148,7.255,0.2692,0.84,0.76,0.32,1.0,0.74,0.1
2019-12-31,KLAC,Technology,0.5049,1.0399,0.0199,1.0073,111.778,0.2529,0.96,0.92,0.2,0.36,0.708,0.1
2020-01-31,GOOGL,Communication Services,0.1824,0.2726,0.0093,0.3571,16.133,0.0946,1.0,1.0,1.0,0.8,0.97,0.1
2020-01-31,TSLA,Consumer Discretionary,1.782,1.119,0.0278,0.0493,17.763,0.0394,1.0,1.0,0.25,0.5,0.775,0.1
2020-01-31,PEP,Consumer Staples,0.1326,0.2979,0.007,0.4285,258.081,0.0877,1.0,0.75,1.0,0.625,0.8812,0.1
2020-01-31,AMGN,Health Care,0.1776,0.1898,0.0114,1.061,640.275,0.2041,0.8,1.0,0.8,0.2,0.76,0.1
2020-01-31,CTAS,Industrials,0.0874,0.5022,0.0102,0.413,60.943,0.1368,0.6667,1.0,0.6667,1.0,0.8,0.1
2020-01-31,AAPL,Technology,0.4951,0.8875,0.0132,1.5202,102.63,0.2441,0.96,0.96,0.72,0.48,0.84,0.1
2020-01-31,LRCX,Technology,0.4629,0.7962,0.0177,0.6556,44.195,0.2343,0.92,0.92,0.36,0.84,0.796,0.1
2020-01-31,MSFT,Technology,0.2413,0.6542,0.0089,0.3439,31.539,0.1756,0.68,0.84,1.0,0.62,0.775,0.1
2020-01-31,NVDA,Technology,0.4361,0.6512,0.0176,1.0148,7.255,0.2692,0.84,0.8,0.4,1.0,0.766,0.1
2020-01-31,ASML,Technology,0.2729,0.6293,0.0137,0.5046,23.916,0.3323,0.72,0.76,0.6,0.96,0.742,0.1
2020-02-28,TMUS,Communication Services,0.17,0.2486,0.0192,0.1818,208.851,0.0906,0.8,1.0,0.4,0.2,0.68,0.1
2020-02-28,PDD,Consumer Discretionary,0.1568,0.1951,0.0265,0.2729,1.296,0.1927,0.875,0.75,0.375,0.9375,0.7531,0.1
2020-02-28,PEP,Consumer Staples,-0.0097,0.1662,0.0097,0.4285,258.081,0.0877,0.75,0.75,1.0,0.625,0.7812,0.1
2020-02-28,VRTX,Health Care,0.2562,0.1869,0.0141,0.2254,10.908,0.2144,0.8,1.0,1.0,0.4,0.83,0.1
2020-02-28,CTAS,Industrials,0.0273,0.3036,0.0124,0.413,60.943,0.1368,0.6667,1.0,1.0,1.0,0.8667,0.1
2020-02-28,NVDA,Technology,0.6774,0.7568,0.0261,1.0148,7.255,0.2692,1.0,0.96,0.08,1.0,0.806,0.1
2020-02-28,ASML,Technology,0.2881,0.5375,0.0174,0.5046,23.916,0.3323,0.76,0.8,0.68,0.96,0.784,0.1
2020-02-28,LRCX,Technology,0.457,0.7021,0.0221,0.6556,44.195,0.2343,0.92,0.92,0.28,0.84,0.78,0.1
2020-02-28,ADBE,Technology,0.2233,0.3147,0.0137,0.5877,58.34,0.3812,0.64,0.6,0.92,0.92,0.728,0.1
2020-02-28,AAPL,Technology,0.3372,0.5994,0.0182,1.5202,102.63,0.2441,0.84,0.88,0.48,0.48,0.724,0.1
2020-03-31,NFLX,Communication Services,0.4031,0.0233,0.0361,0.4276,63.782,0.5493,1.0,0.8,0.6,1.0,0.87,0.1
2020-03-31,PDD,Consumer Discretionary,0.1182,0.4605,0.0325,0.2729,1.296,0.1927,0.75,0.875,0.875,0.9375,0.8344,0.1
2020-03-31,COST,Consumer Staples,-0.0061,0.1784,0.0291,0.2965,60.257,0.0234,1.0,1.0,1.0,0.625,0.9438,0.1
2020-03-31,REGN,Health Care,0.7602,0.1908,0.0364,0.1486,9.511,0.2272,1.0,0.8,0.4,0.6,0.77,0.1
2020-03-31,HON,Industrials,-0.201,-0.1545,0.0426,0.2614,236.613,0.1245,0.6667,0.6667,1.0,0.6667,0.7333,0.1
2020-03-31,NVDA,Technology,0.5164,0.4511,0.0535,1.0148,7.255,0.2692,0.96,0.96,0.2,1.0,0.814,0.1
2020-03-31,AAPL,Technology,0.1415,0.3471,0.0415,1.5202,102.63,0.2441,0.84,0.88,0.88,0.48,0.804,0.1
2020-03-31,ADBE,Technology,0.152,0.1693,0.0443,0.5877,58.34,0.3812,0.88,0.64,0.68,0.92,0.786,0.1
2020-03-31,MSFT,Technology,0.1413,0.3426,0.0435,0.3439,31.539,0.1756,0.8,0.84,0.72,0.62,0.767,0.1
2020-03-31,AMD,Technology,0.5688,0.7253,0.0494,0.0708,6.359,0.1324,1.0,1.0,0.36,0.28,0.764,0.1
2020-04-30,NFLX,Communication Services,0.493,0.1083,0.0377,0.4276,63.782,0.5493,1.0,0.6,1.0,1.0,0.9,0.1
2020-04-30,PDD,Consumer Discretionary,0.1714,1.0361,0.0369,0.2729,1.296,0.1927,0.75,0.875,0.875,0.9375,0.8344,0.1
2020-04-30,COST,Consumer Staples,0.0309,0.2687,0.0316,0.2965,60.257,0.0234,0.75,1.0,1.0,0.625,0.8438,0.1
2020-04-30,REGN,Health Care,0.6939,0.5431,0.0374,0.1486,9.511,0.2272,1.0,1.0,1.0,0.6,0.94,0.1
2020-04-30,CSX,Industrials,-0.0586,-0.1515,0.0496,0.2251,148.222,0.0689,1.0,0.6667,0.6667,0.3333,0.75,0.1
2020-04-30,NVDA,Technology,0.4423,0.6252,0.0583,1.0148,7.255,0.2692,0.96,0.96,0.2,1.0,0.814,0.1
