date,ticker,momentum_6m,momentum_12m,volatility,rank_6m,rank_12m,rank_low_vol,composite_score,final_rank,weight
2019-07-31,QCOM,0.4887,0.228,0.0229,0.96,0.56,0.14,0.676,12,0.0667
2019-07-31,CMCSA,0.2309,0.2433,0.0107,0.6,0.62,0.9,0.666,13,0.0667
2019-07-31,AAPL,0.2997,0.1389,0.0155,0.8,0.44,0.66,0.664,14,0.0667
2019-07-31,ADP,0.2064,0.2655,0.0105,0.54,0.68,0.92,0.658,15,0.0667
2019-08-30,SBUX,0.3725,0.8481,0.0157,0.96,1.0,0.74,0.928,1,0.0667
2019-08-30,COST,0.3562,0.2966,0.0119,0.94,0.82,0.96,0.908,2,0.0667
2019-08-30,SNPS,0.3768,0.388,0.0173,0.98,0.92,0.52,0.87,3,0.0667
2019-08-30,MDLZ,0.187,0.3277,0.0103,0.74,0.86,0.98,0.824,4,0.0667
2019-08-30,MSFT,0.2367,0.25,0.0139,0.82,0.76,0.82,0.802,5,0.0667
2019-08-30,PEP,0.1856,0.2593,0.01,0.72,0.8,1.0,0.8,6,0.0667
2019-08-30,CTAS,0.2769,0.2452,0.0159,0.86,0.72,0.7,0.786,7,0.0667
2019-08-30,QCOM,0.4763,0.1703,0.0179,1.0,0.62,0.46,0.778,8,0.0667
2019-08-30,INTU,0.1622,0.334,0.0139,0.66,0.88,0.8,0.754,9,0.0667
2019-08-30,MELI,0.282,0.5753,0.0288,0.88,0.98,0.1,0.754,10,0.0667
2019-08-30,KLAC,0.2832,0.3025,0.0219,0.9,0.84,0.22,0.746,11,0.0667
2019-08-30,CMCSA,0.1544,0.23,0.012,0.64,0.7,0.94,0.718,12,0.0667
2019-08-30,CDNS,0.1698,0.449,0.0191,0.7,0.94,0.36,0.704,13,0.0667
2019-08-30,AMD,0.3457,0.248,0.0373,0.92,0.74,0.02,0.686,14,0.0667
2019-08-30,ADP,0.1193,0.1844,0.0128,0.58,0.68,0.92,0.678,15,0.0667
2019-09-30,SBUX,0.2056,0.5716,0.0166,0.86,0.94,0.64,0.84,1,0.0667
2019-09-30,KLAC,0.3216,0.6244,0.0205,0.98,1.0,0.24,0.838,2,0.0667
2019-09-30,COST,0.1857,0.2436,0.0127,0.82,0.76,0.96,0.83,3,0.0667
2019-09-30,CTAS,0.3079,0.3724,0.0183,0.96,0.88,0.42,0.828,4,0.0667
2019-09-30,ASML,0.3057,0.3316,0.0179,0.92,0.86,0.44,0.806,5,0.0667
2019-09-30,PEP,0.1398,0.2724,0.0101,0.74,0.78,1.0,0.804,6,0.0667
2019-09-30,CMCSA,0.1297,0.3072,0.0129,0.72,0.8,0.92,0.784,7,0.0667
2019-09-30,MDLZ,0.1244,0.3125,0.0109,0.68,0.82,0.98,0.782,8,0.0667
2019-09-30,LRCX,0.2648,0.5718,0.0207,0.9,0.96,0.2,0.778,9,0.0667
2019-09-30,MSFT,0.1764,0.2343,0.0131,0.78,0.7,0.88,0.776,10,0.0667
2019-09-30,QCOM,0.3421,0.1064,0.0177,1.0,0.52,0.5,0.756,11,0.0667
2019-09-30,TXN,0.2046,0.2397,0.0176,0.84,0.74,0.52,0.746,12,0.0667
2019-09-30,AMAT,0.2249,0.3279,0.0205,0.88,0.84,0.22,0.736,13,0.0667
2019-09-30,SNPS,0.1674,0.3913,0.0185,0.76,0.9,0.34,0.718,14,0.0667
2019-09-30,PDD,0.306,0.2237,0.0336,0.94,0.68,0.02,0.678,15,0.0667
2019-10-31,ASML,0.2554,0.5707,0.0179,0.94,0.88,0.5,0.834,1,0.0667
2019-10-31,COST,0.2232,0.3195,0.0129,0.88,0.68,0.88,0.82,2,0.0667
2019-10-31,KLAC,0.3323,0.8971,0.0215,0.98,0.94,0.2,0.812,3,0.0667
2019-10-31,CTAS,0.2052,0.5276,0.0159,0.84,0.84,0.68,0.808,4,0.0667
2019-10-31,PDD,0.7062,1.3767,0.0376,1.0,1.0,0.02,0.804,5,0.0667
2019-10-31,LRCX,0.3186,0.9929,0.0265,0.96,0.98,0.14,0.802,6,0.0667
2019-10-31,AMAT,0.2462,0.708,0.0221,0.92,0.92,0.16,0.768,7,0.0667
2019-10-31,MSFT,0.1201,0.4039,0.0141,0.72,0.76,0.76,0.74,8,0.0667
2019-10-31,SBUX,0.0926,0.4709,0.0119,0.6,0.78,0.96,0.726,9,0.0667
2019-10-31,AMD,0.2023,0.9727,0.0314,0.82,0.96,0.06,0.71,10,0.0667
2019-10-31,ORLY,0.1589,0.3179,0.0167,0.78,0.66,0.58,0.704,11,0.0667
2019-10-31,TMUS,0.106,0.2932,0.0105,0.66,0.58,0.98,0.7,12,0.0667
2019-10-31,SNPS,0.1159,0.546,0.0202,0.7,0.86,0.3,0.668,13,0.0667
2019-10-31,AMGN,0.2216,0.1625,0.0155,0.86,0.3,0.7,0.66,14,0.0667
2019-10-31,PEP,0.0898,0.2426,0.0101,0.58,0.48,1.0,0.634,15,0.0667
2019-11-29,AAPL,0.5526,0.4992,0.0122,0.9,0.8,0.74,0.838,1,0.0667
2019-11-29,KLAC,0.6268,0.7005,0.0197,0.96,0.96,0.22,0.812,2,0.0667
2019-11-29,ASML,0.4536,0.5775,0.0157,0.84,0.9,0.48,0.786,3,0.0667
2019-11-29,LRCX,0.5642,0.7762,0.0243,0.92,0.98,0.08,0.77,4,0.0667
2019-11-29,PDD,0.8891,0.5699,0.0433,1.0,0.88,0.02,0.768,5,0.0667
2019-11-29,AMD,0.4195,0.8346,0.0187,0.8,1.0,0.28,0.756,6,0.0667
2019-11-29,MSFT,0.2717,0.3825,0.0102,0.66,0.72,0.92,0.73,7,0.0667
2019-11-29,AMAT,0.505,0.5888,0.0241,0.86,0.92,0.1,0.726,8,0.0667
2019-11-29,FTNT,0.5091,0.4297,0.0196,0.88,0.76,0.24,0.716,9,0.0667
2019-11-29,NVDA,0.6229,0.3607,0.0209,0.94,0.68,0.16,0.706,10,0.0667
2019-11-29,COST,0.2491,0.3144,0.0085,0.62,0.66,0.98,0.704,11,0.0667
2019-11-29,AMGN,0.3806,0.2008,0.0103,0.78,0.34,0.9,0.672,12,0.0667
2019-11-29,AVGO,0.2725,0.3965,0.0153,0.68,0.74,0.54,0.67,13,0.0667
2019-11-29,META,0.2284,0.4744,0.014,0.58,0.78,0.62,0.648,14,0.0667
2019-11-29,QCOM,0.2749,0.5341,0.02,0.7,0.82,0.2,0.636,15,0.0667
2019-12-31,AAPL,0.4583,0.8896,0.0114,0.9,0.88,0.7,0.854,1,0.0667
2019-12-31,ASML,0.3862,0.9323,0.0143,0.86,0.92,0.5,0.806,2,0.0667
2019-12-31,KLAC,0.5049,1.0399,0.0199,0.94,0.96,0.14,0.786,3,0.0667
2019-12-31,LRCX,0.5767,1.1933,0.0236,0.96,0.98,0.06,0.786,3,0.0667
2019-12-31,AMD,0.468,1.4843,0.0205,0.92,1.0,0.12,0.784,5,0.0667
2019-12-31,NVDA,0.4529,0.7694,0.0188,0.88,0.86,0.24,0.746,6,0.0667
2019-12-31,PDD,0.8621,0.6854,0.0416,0.98,0.82,0.02,0.74,7,0.0667
2019-12-31,MSFT,0.1624,0.5756,0.0087,0.64,0.72,0.96,0.728,8,0.0667
2019-12-31,AMAT,0.3777,0.8986,0.0232,0.84,0.9,0.08,0.706,9,0.0667
2019-12-31,CTAS,0.1416,0.6173,0.01,0.6,0.78,0.8,0.694,10,0.0667
2019-12-31,MU,0.3581,0.6949,0.0223,0.8,0.84,0.1,0.672,11,0.0667
2019-12-31,AMGN,0.3094,0.276,0.0087,0.78,0.28,0.94,0.662,12,0.0667
2019-12-31,FTNT,0.3668,0.5158,0.0189,0.82,0.68,0.22,0.658,13,0.0667
2019-12-31,COST,0.112,0.457,0.007,0.52,0.62,1.0,0.646,14,0.0667
2019-12-31,GOOGL,0.2038,0.2818,0.0092,0.72,0.3,0.86,0.622,15,0.0667
2020-01-31,AAPL,0.4951,0.8875,0.0132,0.94,0.96,0.52,0.862,1,0.0667
2020-01-31,MSFT,0.2413,0.6542,0.0089,0.78,0.88,0.92,0.838,2,0.0667
2020-01-31,TSLA,1.782,1.119,0.0278,1.0,1.0,0.04,0.808,3,0.0667
2020-01-31,AMD,0.574,0.9254,0.0235,0.98,0.98,0.06,0.796,4,0.0667
2020-01-31,LRCX,0.4629,0.7962,0.0177,0.92,0.92,0.28,0.792,5,0.0667
2020-01-31,NVDA,0.4361,0.6512,0.0176,0.88,0.86,0.3,0.758,6,0.0667
2020-01-31,ASML,0.2729,0.6293,0.0137,0.82,0.84,0.46,0.754,7,0.0667
2020-01-31,FTNT,0.4599,0.5066,0.0185,0.9,0.76,0.22,0.722,8,0.0667
2020-01-31,ADSK,0.2827,0.3373,0.0129,0.84,0.62,0.56,0.718,9,0.0667
2020-01-31,COST,0.1176,0.4375,0.0076,0.58,0.7,0.98,0.696,10,0.0667
2020-01-31,INTC,0.3074,0.3906,0.0162,0.86,0.66,0.32,0.692,11,0.0667
2020-01-31,ADBE,0.1766,0.4169,0.0108,0.64,0.68,0.8,0.684,12,0.0667
2020-01-31,GOOGL,0.1824,0.2726,0.0093,0.68,0.54,0.9,0.682,13,0.0667
2020-01-31,PEP,0.1326,0.2979,0.007,0.6,0.58,1.0,0.674,14,0.0667
2020-01-31,KLAC,0.2245,0.5934,0.0189,0.76,0.82,0.2,0.666,15,0.0667
2020-02-28,TSLA,2.0984,1.0883,0.0516,1.0,1.0,0.02,0.804,1,0.0667
2020-02-28,NVDA,0.6774,0.7568,0.0261,0.98,0.96,0.1,0.798,2,0.0667
2020-02-28,AAPL,0.3372,0.5994,0.0182,0.88,0.92,0.4,0.796,3,0.0667
2020-02-28,ASML,0.2881,0.5375,0.0174,0.84,0.88,0.5,0.784,4,0.0667
2020-02-28,LRCX,0.457,0.7021,0.0221,0.92,0.94,0.2,0.782,5,0.0667
2020-02-28,AMD,0.4776,0.9329,0.0294,0.94,0.98,0.04,0.772,6,0.0667
2020-02-28,ADBE,0.2233,0.3147,0.0137,0.74,0.76,0.8,0.758,7,0.0667
2020-02-28,FTNT,0.311,0.1759,0.016,0.86,0.58,0.64,0.732,8,0.0667
2020-02-28,MSFT,0.2025,0.4653,0.0167,0.7,0.84,0.62,0.726,9,0.0667
2020-02-28,AMAT,0.2746,0.5407,0.0217,0.82,0.9,0.22,0.724,10,0.0667
2020-02-28,VRTX,0.2562,0.1869,0.0141,0.78,0.6,0.76,0.722,11,0.0667
2020-02-28,ADSK,0.3626,0.171,0.0181,0.9,0.56,0.42,0.702,12,0.0667
2020-02-28,GOOGL,0.141,0.1888,0.0146,0.64,0.62,0.7,0.646,13,0.0667
2020-02-28,CTAS,0.0273,0.3036,0.0124,0.42,0.74,0.92,0.616,14,0.0667
2020-02-28,TMUS,0.17,0.2486,0.0192,0.68,0.68,0.34,0.612,15,0.0667
2020-03-31,VRTX,0.4045,0.279,0.0358,0.92,0.84,0.84,0.88,1,0.0667
2020-03-31,REGN,0.7602,0.1908,0.0364,0.98,0.76,0.8,0.878,2,0.0667
2020-03-31,PDD,0.1182,0.4605,0.0325,0.76,0.96,0.94,0.856,3,0.0667
2020-03-31,GILD,0.2017,0.178,0.0332,0.86,0.7,0.92,0.824,4,0.0667
2020-03-31,AMD,0.5688,0.7253,0.0494,0.96,0.98,0.2,0.814,5,0.0667
2020-03-31,TSLA,1.1754,0.812,0.0743,1.0,1.0,0.02,0.804,6,0.0667
2020-03-31,AAPL,0.1415,0.3471,0.0415,0.82,0.9,0.62,0.804,7,0.0667
2020-03-31,NFLX,0.4031,0.0233,0.0361,0.9,0.54,0.82,0.776,8,0.0667
2020-03-31,NVDA,0.5164,0.4511,0.0535,0.94,0.94,0.12,0.776,8,0.0667
2020-03-31,AMZN,0.1232,0.0747,0.0285,0.78,0.6,1.0,0.77,10,0.0667
2020-03-31,MSFT,0.1413,0.3426,0.0435,0.8,0.88,0.48,0.76,11,0.0667
2020-03-31,TMUS,0.0651,0.1991,0.0397,0.74,0.78,0.72,0.748,12,0.0667
2020-03-31,FTNT,0.318,0.1872,0.0452,0.88,0.74,0.38,0.738,13,0.0667
2020-03-31,AMGN,0.0621,0.0886,0.0357,0.72,0.62,0.86,0.718,14,0.0667
2020-03-31,ADBE,0.152,0.1693,0.0443,0.84,0.68,0.46,0.716,15,0.0667
2020-04-30,REGN,0.6939,0.5431,0.0374,0.98,0.92,0.9,0.946,1,0.0667
2020-04-30,AMZN,0.4035,0.2943,0.0319,0.9,0.74,0.98,0.868,2,0.0667
2020-04-30,GILD,0.3487,0.3442,0.0392,0.88,0.8,0.82,0.844,3,0.0667
2020-04-30,PDD,0.1714,1.0361,0.0369,0.7,0.98,0.96,0.836,4,0.0667
2020-04-30,VRTX,0.2694,0.4554,0.0401,0.8,0.9,0.78,0.826,5,0.0667
2020-04-30,AMD,0.5861,0.9541,0.0532,0.96,0.96,0.26,0.82,6,0.0667
2020-04-30,TSLA,1.4726,2.3412,0.0788,1.0,1.0,0.02,0.804,7,0.0667
2020-04-30,NFLX,0.493,0.1083,0.0377,0.94,0.46,0.88,0.784,8,0.0667
2020-04-30,MSFT,0.2624,0.4199,0.046,0.78,0.88,0.6,0.774,9,0.0667
2020-04-30,NVDA,0.4423,0.6252,0.0583,0.92,0.94,0.14,0.77,10,0.0667
2020-04-30,AMGN,0.1604,0.3985,0.0382,0.68,0.82,0.86,0.758,11,0.0667
2020-04-30,AAPL,0.2141,0.4139,0.0443,0.74,0.86,0.64,0.756,12,0.0667
2020-04-30,ADBE,0.3028,0.2481,0.0486,0.84,0.68,0.46,0.716,13,0.0667
2020-04-30,SNPS,0.1495,0.3084,0.0418,0.66,0.76,0.72,0.702,14,0.0667
2020-04-30,FTNT,0.3342,0.1725,0.0491,0.86,0.58,0.4,0.684,15,0.0667
2020-05-29,REGN,0.6843,0.9899,0.0383,0.96,0.94,0.82,0.926,1,0.0667
2020-05-29,PDD,0.8083,2.4031,0.046,0.98,0.98,0.62,0.908,2,0.0667
2020-05-29,TSLA,1.5386,3.4363,0.0675,1.0,1.0,0.06,0.812,3,0.0667
2020-05-29,AMZN,0.3592,0.3447,0.0309,0.86,0.58,0.98,0.8,4,0.0667
2020-05-29,NVDA,0.6382,1.558,0.0558,0.94,0.96,0.2,0.798,5,0.0667
2020-05-29,VRTX,0.3146,0.6913,0.0415,0.8,0.82,0.74,0.794,6,0.0667
2020-05-29,AMD,0.3798,0.9194,0.0515,0.88,0.92,0.34,0.784,7,0.0667
2020-05-29,SNPS,0.2916,0.5457,0.0409,0.76,0.78,0.78,0.77,8,0.0667
2020-05-29,MELI,0.4605,0.4727,0.0524,0.92,0.74,0.28,0.738,9,0.0667
2020-05-29,FTNT,0.3337,0.8304,0.0558,0.82,0.9,0.22,0.724,10,0.0667
2020-05-29,NFLX,0.3432,0.1929,0.0373,0.84,0.38,0.94,0.722,11,0.0667
2020-05-29,AAPL,0.2091,0.8045,0.0423,0.64,0.88,0.68,0.72,12,0.0667
2020-05-29,CDNS,0.313,0.4193,0.0471,0.78,0.66,0.56,0.7,13,0.0667
2020-05-29,PYPL,0.4596,0.3913,0.0524,0.9,0.6,0.3,0.69,14,0.0667
2020-05-29,MSFT,0.212,0.4754,0.0443,0.66,0.76,0.64,0.686,15,0.0667
2020-06-30,REGN,0.6689,0.9701,0.0273,0.94,0.94,0.54,0.86,1,0.0667
2020-06-30,AMZN,0.4938,0.4352,0.0214,0.88,0.68,0.88,0.82,2,0.0667
2020-06-30,NVDA,0.637,1.2926,0.0325,0.92,0.96,0.3,0.808,3,0.0667
2020-06-30,TSLA,1.6038,3.7533,0.0462,1.0,1.0,0.04,0.808,3,0.0667
2020-06-30,PDD,1.2501,3.1589,0.0437,0.98,0.98,0.08,0.8,5,0.0667
2020-06-30,AAPL,0.2577,0.8316,0.022,0.68,0.92,0.86,0.788,6,0.0667
2020-06-30,SNPS,0.4019,0.4837,0.0242,0.84,0.72,0.76,0.788,7,0.0667
2020-06-30,MSFT,0.2985,0.5184,0.0214,0.72,0.76,0.9,0.768,8,0.0667
2020-06-30,MELI,0.6884,0.5917,0.0378,0.96,0.78,0.18,0.75,9,0.0667
2020-06-30,NFLX,0.4074,0.2147,0.0233,0.86,0.5,0.84,0.748,10,0.0667
2020-06-30,PYPL,0.6137,0.5146,0.0319,0.9,0.74,0.34,0.74,11,0.0667
2020-06-30,TMUS,0.3339,0.4046,0.0254,0.8,0.64,0.72,0.736,12,0.0667
2020-06-30,ADBE,0.3258,0.4464,0.0255,0.76,0.7,0.68,0.726,13,0.0667
2020-06-30,CDNS,0.3711,0.3082,0.0261,0.82,0.6,0.66,0.722,14,0.0667
2020-06-30,VRTX,0.3258,0.5965,0.028,0.78,0.8,0.46,0.722,14,0.0667
2020-07-31,NVDA,0.7977,1.5817,0.0235,0.94,0.94,0.44,0.84,1,0.0667
2020-07-31,REGN,0.8704,1.0427,0.0262,0.96,0.9,0.3,0.81,2,0.0667
2020-07-31,TSLA,1.1992,5.1183,0.0427,0.98,1.0,0.06,0.802,3,0.0667
2020-07-31,AMZN,0.5755,0.7057,0.0204,0.86,0.8,0.66,0.802,4,0.0667
2020-07-31,AAPL,0.3803,1.0636,0.0206,0.8,0.92,0.62,0.8,5,0.0667
2020-07-31,PDD,1.6065,3.0512,0.043,1.0,0.98,0.02,0.798,6,0.0667
2020-07-31,CDNS,0.515,0.4958,0.0163,0.84,0.64,0.88,0.788,7,0.0667
2020-07-31,PYPL,0.7216,0.7696,0.0267,0.92,0.84,0.26,0.764,8,0.0667
2020-07-31,SNPS,0.3506,0.5033,0.0171,0.76,0.68,0.84,0.752,9,0.0667
2020-07-31,AMD,0.6474,1.5931,0.0383,0.88,0.96,0.08,0.744,10,0.0667
2020-07-31,MELI,0.6963,0.7952,0.0335,0.9,0.86,0.12,0.732,11,0.0667
2020-07-31,ASML,0.2667,0.6124,0.0227,0.72,0.78,0.56,0.706,12,0.0667
2020-07-31,NFLX,0.4167,0.5301,0.0243,0.82,0.72,0.38,0.702,13,0.0667
2020-07-31,ADBE,0.2654,0.4888,0.0193,0.7,0.6,0.74,0.678,14,0.0667
2020-07-31,LRCX,0.2774,0.8686,0.0294,0.74,0.88,0.2,0.674,15,0.0667
2020-08-31,NVDA,1.013,2.1994,0.0232,0.96,0.98,0.3,0.834,1,0.0667
2020-08-31,PYPL,0.8599,0.872,0.0201,0.9,0.84,0.56,0.814,2,0.0667
2020-08-31,TSLA,2.3421,10.0438,0.0485,1.0,1.0,0.02,0.804,3,0.0667
2020-08-31,CDNS,0.6746,0.6196,0.0157,0.84,0.68,0.86,0.796,4,0.0667
2020-08-31,PDD,1.4851,1.7141,0.0386,0.98,0.94,0.06,0.784,5,0.0667
2020-08-31,AMZN,0.8077,0.9428,0.0216,0.88,0.86,0.4,0.778,6,0.0667
2020-08-31,AAPL,0.7921,1.4973,0.0227,0.86,0.92,0.34,0.774,7,0.0667
2020-08-31,AMD,0.9427,1.8878,0.0407,0.94,0.96,0.04,0.766,8,0.0667
2020-08-31,MELI,0.8706,0.9653,0.0256,0.92,0.88,0.2,0.764,9,0.0667
2020-08-31,SNPS,0.5794,0.5605,0.0196,0.82,0.62,0.64,0.724,10,0.0667
2020-08-31,MSFT,0.3781,0.6546,0.0193,0.7,0.72,0.66,0.698,11,0.0667
2020-08-31,ADBE,0.4738,0.8045,0.0232,0.76,0.82,0.32,0.69,12,0.0667
2020-08-31,REGN,0.3431,1.1373,0.0209,0.64,0.9,0.46,0.682,13,0.0667
2020-08-31,ADSK,0.3608,0.7203,0.0217,0.68,0.78,0.38,0.65,14,0.0667
2020-08-31,ASML,0.3228,0.6967,0.0203,0.62,0.76,0.54,0.646,15,0.0667
2020-09-30,TSLA,3.4544,7.7664,0.0618,1.0,1.0,0.02,0.804,1,0.0667
2020-09-30,PYPL,1.1562,0.9217,0.0232,0.94,0.86,0.36,0.8,2,0.0667
2020-09-30,NVDA,1.2283,2.117,0.0294,0.96,0.98,0.08,0.79,3,0.0667
2020-09-30,MELI,1.4198,0.9666,0.0292,0.98,0.88,0.12,0.778,4,0.0667
2020-09-30,PDD,1.0655,1.2641,0.0357,0.92,0.94,0.06,0.754,5,0.0667
2020-09-30,AAPL,0.9316,1.0831,0.0283,0.88,0.92,0.16,0.748,6,0.0667
2020-09-30,CTAS,1.0458,0.2808,0.0166,0.9,0.48,0.72,0.738,7,0.0667
2020-09-30,AMD,0.8779,1.8508,0.0418,0.86,0.96,0.04,0.726,8,0.0667
2020-09-30,SNPS,0.6988,0.5735,0.0223,0.82,0.7,0.46,0.712,9,0.0667
2020-09-30,AVGO,0.6609,0.3883,0.0175,0.8,0.54,0.68,0.698,10,0.0667
2020-09-30,ADSK,0.6593,0.5854,0.0225,0.78,0.72,0.44,0.694,11,0.0667
2020-09-30,CDNS,0.6344,0.6332,0.0205,0.7,0.78,0.54,0.692,12,0.0667
2020-09-30,AMZN,0.6505,0.8142,0.025,0.76,0.82,0.28,0.682,13,0.0667
2020-09-30,QCOM,0.8092,0.6047,0.0286,0.84,0.74,0.14,0.67,14,0.0667
2020-09-30,ADBE,0.6282,0.7984,0.0257,0.68,0.8,0.24,0.628,15,0.0667
2020-10-30,MELI,0.9988,1.3279,0.028,0.98,0.96,0.16,0.81,1,0.0667
2020-10-30,TSLA,1.5489,5.1609,0.0558,1.0,1.0,0.02,0.804,2,0.0667
2020-10-30,NVDA,0.7225,1.4993,0.0307,0.94,0.98,0.1,0.784,3,0.0667
2020-10-30,PYPL,0.5052,0.788,0.0246,0.9,0.9,0.28,0.776,4,0.0667
2020-10-30,QCOM,0.6514,0.5782,0.0223,0.92,0.74,0.46,0.774,5,0.0667
2020-10-30,PDD,0.9405,1.2011,0.0342,0.96,0.92,0.04,0.764,6,0.0667
2020-10-30,CTAS,0.5004,0.1821,0.016,0.88,0.42,0.84,0.734,7,0.0667
2020-10-30,CDNS,0.4087,0.6736,0.0215,0.78,0.82,0.48,0.732,8,0.0667
2020-10-30,AAPL,0.492,0.7678,0.0283,0.86,0.86,0.14,0.716,9,0.0667
2020-10-30,AMD,0.4325,1.219,0.0321,0.82,0.94,0.06,0.704,10,0.0667
2020-10-30,SNPS,0.4155,0.5754,0.0224,0.8,0.72,0.42,0.7,11,0.0667
2020-10-30,TXN,0.327,0.2615,0.0161,0.72,0.54,0.8,0.682,12,0.0667
2020-10-30,AVGO,0.3592,0.2504,0.0184,0.76,0.52,0.68,0.672,13,0.0667
2020-10-30,ADSK,0.3247,0.5984,0.0225,0.7,0.76,0.4,0.658,14,0.0667
2020-10-30,AMZN,0.311,0.7089,0.0238,0.68,0.84,0.32,0.656,15,0.0667
2020-11-30,TSLA,2.2193,7.6016,0.0524,1.0,1.0,0.02,0.804,1,0.0667
2020-11-30,PDD,1.0626,2.8612,0.0483,0.98,0.98,0.04,0.792,2,0.0667
2020-11-30,QCOM,0.7618,0.8127,0.0273,0.94,0.88,0.24,0.782,3,0.0667
2020-11-30,MELI,0.8067,1.6755,0.0355,0.96,0.96,0.06,0.78,4,0.0667
2020-11-30,AMD,0.7307,1.3668,0.0299,0.92,0.92,0.18,0.772,5,0.0667
2020-11-30,LRCX,0.6806,0.7274,0.0265,0.9,0.82,0.28,0.752,6,0.0667
2020-11-30,NVDA,0.5197,1.4766,0.0323,0.88,0.94,0.12,0.746,7,0.0667
2020-11-30,TMUS,0.324,0.6924,0.0175,0.64,0.8,0.82,0.724,8,0.0667
2020-11-30,AAPL,0.478,0.7972,0.0275,0.84,0.86,0.22,0.722,9,0.0667
2020-11-30,CTAS,0.408,0.3967,0.0197,0.8,0.54,0.7,0.702,10,0.0667
2020-11-30,AMAT,0.4877,0.4437,0.0259,0.86,0.64,0.3,0.682,11,0.0667
2020-11-30,KLAC,0.4329,0.5655,0.0269,0.82,0.72,0.26,0.678,12,0.0667
2020-11-30,MCHP,0.3966,0.4414,0.0241,0.78,0.62,0.44,0.664,13,0.0667
2020-11-30,ASML,0.3128,0.632,0.022,0.62,0.76,0.58,0.654,14,0.0667
2020-11-30,PYPL,0.3596,0.9824,0.0309,0.7,0.9,0.16,0.652,15,0.0667
2020-12-31,TSLA,1.9192,7.2005,0.0365,1.0,1.0,0.04,0.808,1,0.0667
2020-12-31,PDD,0.9104,3.3092,0.0551,0.98,0.98,0.02,0.788,2,0.0667
2020-12-31,AMD,0.7522,0.8678,0.0251,0.96,0.88,0.18,0.78,3,0.0667
2020-12-31,MELI,0.6948,1.7454,0.0324,0.94,0.96,0.06,0.77,4,0.0667
2020-12-31,QCOM,0.6743,0.7616,0.0261,0.92,0.82,0.16,0.738,5,0.0667
2020-12-31,CDNS,0.3947,0.9097,0.021,0.7,0.9,0.46,0.712,6,0.0667
2020-12-31,PANW,0.5416,0.5097,0.0235,0.9,0.68,0.28,0.71,7,0.0667
2020-12-31,AAPL,0.4628,0.7824,0.0218,0.78,0.84,0.32,0.706,8,0.0667
2020-12-31,AVGO,0.4125,0.4202,0.0164,0.74,0.58,0.76,0.696,9,0.0667
2020-12-31,MNST,0.3353,0.4518,0.0141,0.64,0.64,0.9,0.692,10,0.0667
2020-12-31,LRCX,0.4684,0.6115,0.0214,0.82,0.7,0.36,0.692,11,0.0667
2020-12-31,MU,0.5087,0.3573,0.021,0.88,0.5,0.44,0.678,12,0.0667
2020-12-31,NVDA,0.359,1.1802,0.0241,0.68,0.94,0.24,0.67,13,0.0667
2020-12-31,SBUX,0.4647,0.222,0.0152,0.8,0.28,0.82,0.648,14,0.0667
2020-12-31,ISRG,0.4094,0.3698,0.0179,0.72,0.52,0.64,0.644,15,0.0667
2021-01-29,TSLA,1.6673,5.1916,0.039,1.0,1.0,0.04,0.808,1,0.0667
2021-01-29,ASML,0.4783,0.8308,0.021,0.9,0.9,0.44,0.808,2,0.0667
2021-01-29,PDD,0.9509,3.612,0.0582,0.98,0.98,0.02,0.788,3,0.0667
2021-01-29,MELI,0.6068,1.6517,0.0362,0.96,0.96,0.06,0.78,4,0.0667
2021-01-29,AVGO,0.469,0.4945,0.0167,0.86,0.64,0.72,0.766,5,0.0667
2021-01-29,QCOM,0.4721,0.8259,0.0268,0.88,0.88,0.16,0.736,6,0.0667
2021-01-29,KLAC,0.4268,0.6489,0.0229,0.84,0.78,0.38,0.73,7,0.0667
2021-01-29,AMAT,0.5102,0.6263,0.0264,0.92,0.74,0.2,0.722,8,0.0667
2021-01-29,AAPL,0.3767,0.6439,0.0213,0.8,0.76,0.42,0.712,9,0.0667
2021-01-29,MU,0.5426,0.4223,0.0238,0.94,0.6,0.3,0.71,10,0.0667
2021-01-29,TXN,0.3026,0.3693,0.0158,0.72,0.56,0.8,0.688,11,0.0667
2021-01-29,SNPS,0.2815,0.6937,0.0207,0.68,0.8,0.48,0.676,12,0.0667
2021-01-29,PANW,0.393,0.4737,0.0253,0.82,0.62,0.26,0.648,13,0.0667
2021-01-29,ADI,0.279,0.3381,0.0164,0.66,0.5,0.78,0.636,14,0.0667
2021-01-29,NVDA,0.2246,1.1173,0.0248,0.58,0.94,0.28,0.628,15,0.0667
2021-02-26,PDD,0.9178,3.8653,0.0456,0.98,0.98,0.02,0.788,1,0.0667
2021-02-26,TSLA,0.5686,3.9742,0.0384,0.92,1.0,0.04,0.768,2,0.0667
2021-02-26,MU,1.0358,0.8096,0.0259,1.0,0.74,0.18,0.758,3,0.0667
2021-02-26,AMAT,0.8627,1.0989,0.03,0.96,0.86,0.08,0.754,4,0.0667
2021-02-26,AVGO,0.4078,0.7935,0.0175,0.82,0.72,0.64,0.754,4,0.0667
2021-02-26,ASML,0.4752,1.0639,0.0227,0.86,0.84,0.34,0.75,6,0.0667
2021-02-26,KLAC,0.4762,1.1363,0.027,0.88,0.88,0.14,0.732,7,0.0667
2021-02-26,LRCX,0.6226,1.018,0.0303,0.94,0.82,0.06,0.728,8,0.0667
